1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,d1,0,0,0,0,0,0,0,0,0,d2,0,0,0,0,0,0,0,0,0,0,0,0,d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,d5,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,d1,0,0,0,0,0,0,0,0,0,d2,0,0,0,0,0,0,0,0,0,0,0,0,d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,d5,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,d0,0,1,0,0,0,d1,0,0,0,0,0,0,0,0,0,d2,0,0,0,0,0,0,0,0,0,0,0,0,d3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,d4,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,d5,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,d0,7,d0,1,0,0,0,d1,0,0,0,0,0,0,0,0,0,d2,0,0,0,0,0,0,0,0,0,0,0,0,d3,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d5,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,d0,0,1,0,0,0,d1,0,0,0,0,0,0,0,0,0,d2,0,0,0,0,0,0,0,0,0,0,0,0,d3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d5,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,1,1,1,0,0,0,d1,0,0,0,0,0,0,0,0,0,d2,0,0,0,0,0,0,0,0,0,0,0,0,d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d5,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,d1,0,0,0,0,0,0,0,0,0,d2,0,60,0,0,0,0,0,0,0,0,0,0,d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d5,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,d1,0,0,0,0,4,4,4,0,0,d2,0,0,0,0,50,50,50,50,50,50,0,0,d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d4,0,0,0,0,0,0,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,d5,0,0,0,0,a,a,a,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
